dataset,video_key,method,fscore,selected_ratio,adaptive_semantic_weight
TVSum,video_13,CLIP-only,0.5585670387647929,0.1486409966024915,0.6398165003457847
TVSum,video_13,Fixed-Fusion,0.5593145862506109,0.14920724801812005,0.6398165003457847
TVSum,video_13,Ours-Adaptive,0.5593145862506109,0.14920724801812005,0.6398165003457847
TVSum,video_14,Visual-BiLSTM-Strict,0.5859806056327932,0.14568308262930146,0.4044577969475429
TVSum,video_14,CLIP-only,0.5465213523335827,0.1495981866886462,0.4044577969475429
TVSum,video_14,Fixed-Fusion,0.6124715648926686,0.1477436637131671,0.4044577969475429
TVSum,video_14,Ours-Adaptive,0.5641271459659805,0.14918607047187307,0.4044577969475429
TVSum,video_15,Visual-BiLSTM-Strict,0.6388700234838255,0.1498612395929695,0.5372881473099824
TVSum,video_15,CLIP-only,0.6172214357261676,0.145004625346901,0.5372881473099824
TVSum,video_15,Fixed-Fusion,0.6388700234838255,0.1498612395929695,0.5372881473099824
TVSum,video_15,Ours-Adaptive,0.6388700234838255,0.1498612395929695,0.5372881473099824
TVSum,video_16,Visual-BiLSTM-Strict,0.6368966605622572,0.1499895112229914,0.4670341804738893
TVSum,video_16,CLIP-only,0.6224151473650678,0.1499895112229914,0.4670341804738893
TVSum,video_16,Fixed-Fusion,0.6368966605622572,0.1499895112229914,0.4670341804738893
TVSum,video_16,Ours-Adaptive,0.6368966605622572,0.1499895112229914,0.4670341804738893
TVSum,video_17,Visual-BiLSTM-Strict,0.7037573100561543,0.1481354772494013,0.507602088948443
TVSum,video_17,CLIP-only,0.6389850875905608,0.149161820047896,0.507602088948443
TVSum,video_17,Fixed-Fusion,0.6389850875905608,0.149161820047896,0.507602088948443
TVSum,video_17,Ours-Adaptive,0.6275955646651558,0.14728019158398906,0.507602088948443
TVSum,video_18,Visual-BiLSTM-Strict,0.6839208088509696,0.14962491008118384,0.44584768242864603
TVSum,video_18,CLIP-only,0.712865611550512,0.14972767444250334,0.44584768242864603
