dataset,video_key,setting,fscore
TVSum,video_22,fixed_alpha_0.3,0.5564132024861606
TVSum,video_22,fixed_alpha_0.4,0.5564132024861606
TVSum,video_22,fixed_alpha_0.5,0.5564132024861606
TVSum,video_22,fixed_alpha_0.6,0.5564132024861606
TVSum,video_22,fixed_alpha_0.7,0.5564132024861606
TVSum,video_22,fixed_alpha_0.8,0.5564132024861606
TVSum,video_22,fixed_alpha_0.9,0.5564132024861606
TVSum,video_22,fixed_alpha_1.0,0.5564132024861606
TVSum,video_22,adaptive_strength_0.0,0.5564132024861606
TVSum,video_22,adaptive_strength_0.1,0.5564132024861606
TVSum,video_22,adaptive_strength_0.2,0.5564132024861606
TVSum,video_22,adaptive_strength_0.3,0.5564132024861606
TVSum,video_22,adaptive_strength_0.4,0.5564132024861606
TVSum,video_22,adaptive_strength_0.5,0.5564132024861606
TVSum,video_22,adaptive_strength_0.6,0.5564132024861606
TVSum,video_22,adaptive_strength_0.7,0.5564132024861606
TVSum,video_22,adaptive_strength_0.8,0.5564132024861606
TVSum,video_22,adaptive_strength_0.9,0.5564132024861606
TVSum,video_22,adaptive_strength_1.0,0.5564132024861606
TVSum,video_23,fixed_alpha_0.0,0.4852727842301981
TVSum,video_23,fixed_alpha_0.1,0.5071474847209804
TVSum,video_23,fixed_alpha_0.2,0.4816183992375277
TVSum,video_23,fixed_alpha_0.3,0.4816183992375277
TVSum,video_23,fixed_alpha_0.4,0.4816183992375277
TVSum,video_23,fixed_alpha_0.5,0.4816183992375277
TVSum,video_23,fixed_alpha_0.6,0.47579252130768257
TVSum,video_23,fixed_alpha_0.7,0.48721896647014995
TVSum,video_23,fixed_alpha_0.8,0.48721896647014995
TVSum,video_23,fixed_alpha_0.9,0.48721896647014995
TVSum,video_23,fixed_alpha_1.0,0.48721896647014995
TVSum,video_23,adaptive_strength_0.0,0.48721896647014995
TVSum,video_23,adaptive_strength_0.1,0.48721896647014995
TVSum,video_23,adaptive_strength_0.2,0.48721896647014995
TVSum,video_23,adaptive_strength_0.3,0.48721896647014995
TVSum,video_23,adaptive_strength_0.4,0.48721896647014995
TVSum,video_23,adaptive_strength_0.5,0.48721896647014995
TVSum,video_23,adaptive_strength_0.6,0.48721896647014995
TVSum,video_23,adaptive_strength_0.7,0.48721896647014995
TVSum,video_23,adaptive_strength_0.8,0.48721896647014995
TVSum,video_23,adaptive_strength_0.9,0.48721896647014995
TVSum,video_23,adaptive_strength_1.0,0.47579252130768257
TVSum,video_24,fixed_alpha_0.0,0.4980564240960902
TVSum,video_24,fixed_alpha_0.1,0.5612826244795303
TVSum,video_24,fixed_alpha_0.2,0.5612826244795303
TVSum,video_24,fixed_alpha_0.3,0.5202927659649441
TVSum,video_24,fixed_alpha_0.4,0.5202927659649441
TVSum,video_24,fixed_alpha_0.5,0.5202927659649441
TVSum,video_24,fixed_alpha_0.6,0.5202927659649441
TVSum,video_24,fixed_alpha_0.7,0.5202927659649441
TVSum,video_24,fixed_alpha_0.8,0.5202927659649441
TVSum,video_24,fixed_alpha_0.9,0.5202927659649441
TVSum,video_24,fixed_alpha_1.0,0.5202927659649441
TVSum,video_24,adaptive_strength_0.0,0.5202927659649441
TVSum,video_24,adaptive_strength_0.1,0.5202927659649441
TVSum,video_24,adaptive_strength_0.2,0.5202927659649441
TVSum,video_24,adaptive_strength_0.3,0.5202927659649441
TVSum,video_24,adaptive_strength_0.4,0.5202927659649441
TVSum,video_24,adaptive_strength_0.5,0.5202927659649441
TVSum,video_24,adaptive_strength_0.6,0.5202927659649441
TVSum,video_24,adaptive_strength_0.7,0.5202927659649441
TVSum,video_24,adaptive_strength_0.8,0.5202927659649441
TVSum,video_24,adaptive_strength_0.9,0.5202927659649441
TVSum,video_24,adaptive_strength_1.0,0.5202927659649441
TVSum,video_25,fixed_alpha_0.0,0.44319188323131165
TVSum,video_25,fixed_alpha_0.1,0.45531942928198904
TVSum,video_25,fixed_alpha_0.2,0.49336942879893436
TVSum,video_25,fixed_alpha_0.3,0.49336942879893436
TVSum,video_25,fixed_alpha_0.4,0.49336942879893436
TVSum,video_25,fixed_alpha_0.5,0.4990107675898895
TVSum,video_25,fixed_alpha_0.6,0.4990107675898895
TVSum,video_25,fixed_alpha_0.7,0.4990107675898895
TVSum,video_25,fixed_alpha_0.8,0.4990107675898895
TVSum,video_25,fixed_alpha_0.9,0.4990107675898895
TVSum,video_25,fixed_alpha_1.0,0.4990107675898895
TVSum,video_25,adaptive_strength_0.0,0.4990107675898895
TVSum,video_25,adaptive_strength_0.1,0.4990107675898895
TVSum,video_25,adaptive_strength_0.2,0.4990107675898895
TVSum,video_25,adaptive_strength_0.3,0.4990107675898895
TVSum,video_25,adaptive_strength_0.4,0.4990107675898895
TVSum,video_25,adaptive_strength_0.5,0.4990107675898895
TVSum,video_25,adaptive_strength_0.6,0.4990107675898895
TVSum,video_25,adaptive_strength_0.7,0.4990107675898895
TVSum,video_25,adaptive_strength_0.8,0.4990107675898895
TVSum,video_25,adaptive_strength_0.9,0.4990107675898895
TVSum,video_25,adaptive_strength_1.0,0.4990107675898895
TVSum,video_26,fixed_alpha_0.0,0.5063074849698681
TVSum,video_26,fixed_alpha_0.1,0.5944706245944679
TVSum,video_26,fixed_alpha_0.2,0.5944706245944679
TVSum,video_26,fixed_alpha_0.3,0.6228742979754074
TVSum,video_26,fixed_alpha_0.4,0.6228742979754074
TVSum,video_26,fixed_alpha_0.5,0.6228742979754074
TVSum,video_26,fixed_alpha_0.6,0.6228742979754074
TVSum,video_26,fixed_alpha_0.7,0.6228742979754074
TVSum,video_26,fixed_alpha_0.8,0.6228742979754074
TVSum,video_26,fixed_alpha_0.9,0.6228742979754074
TVSum,video_26,fixed_alpha_1.0,0.6228742979754074
TVSum,video_26,adaptive_strength_0.0,0.6228742979754074
TVSum,video_26,adaptive_strength_0.1,0.6228742979754074
TVSum,video_26,adaptive_strength_0.2,0.6228742979754074
TVSum,video_26,adaptive_strength_0.3,0.6228742979754074
TVSum,video_26,adaptive_strength_0.4,0.6228742979754074
TVSum,video_26,adaptive_strength_0.5,0.6228742979754074
TVSum,video_26,adaptive_strength_0.6,0.6228742979754074
TVSum,video_26,adaptive_strength_0.7,0.6228742979754074
TVSum,video_26,adaptive_strength_0.8,0.6228742979754074
TVSum,video_26,adaptive_strength_0.9,0.6228742979754074
TVSum,video_26,adaptive_strength_1.0,0.6228742979754074
TVSum,video_27,fixed_alpha_0.0,0.5039384404732231
TVSum,video_27,fixed_alpha_0.1,0.48399669887181246
TVSum,video_27,fixed_alpha_0.2,0.4710102446173791
TVSum,video_27,fixed_alpha_0.3,0.4710102446173791
TVSum,video_27,fixed_alpha_0.4,0.4710102446173791
TVSum,video_27,fixed_alpha_0.5,0.4710102446173791
TVSum,video_27,fixed_alpha_0.6,0.4710102446173791
TVSum,video_27,fixed_alpha_0.7,0.4492796181294632
TVSum,video_27,fixed_alpha_0.8,0.4492796181294632
TVSum,video_27,fixed_alpha_0.9,0.4492796181294632
TVSum,video_27,fixed_alpha_1.0,0.4992800329354316
TVSum,video_27,adaptive_strength_0.0,0.4492796181294632
TVSum,video_27,adaptive_strength_0.1,0.4492796181294632
TVSum,video_27,adaptive_strength_0.2,0.4492796181294632
TVSum,video_27,adaptive_strength_0.3,0.4492796181294632
TVSum,video_27,adaptive_strength_0.4,0.4492796181294632
TVSum,video_27,adaptive_strength_0.5,0.4492796181294632
TVSum,video_27,adaptive_strength_0.6,0.4492796181294632
TVSum,video_27,adaptive_strength_0.7,0.4492796181294632
TVSum,video_27,adaptive_strength_0.8,0.4492796181294632
TVSum,video_27,adaptive_strength_0.9,0.4492796181294632
TVSum,video_27,adaptive_strength_1.0,0.4492796181294632
TVSum,video_28,fixed_alpha_0.0,0.5501428951009554
TVSum,video_28,fixed_alpha_0.1,0.5715919322547169
TVSum,video_28,fixed_alpha_0.2,0.5715919322547169
TVSum,video_28,fixed_alpha_0.3,0.5715919322547169
TVSum,video_28,fixed_alpha_0.4,0.5715919322547169
TVSum,video_28,fixed_alpha_0.5,0.5715919322547169
TVSum,video_28,fixed_alpha_0.6,0.6253593246936318
TVSum,video_28,fixed_alpha_0.7,0.6253593246936318
TVSum,video_28,fixed_alpha_0.8,0.6253593246936318
TVSum,video_28,fixed_alpha_0.9,0.6253593246936318
TVSum,video_28,fixed_alpha_1.0,0.6253593246936318
TVSum,video_28,adaptive_strength_0.0,0.6253593246936318
TVSum,video_28,adaptive_strength_0.1,0.6253593246936318
TVSum,video_28,adaptive_strength_0.2,0.6253593246936318
TVSum,video_28,adaptive_strength_0.3,0.6253593246936318
TVSum,video_28,adaptive_strength_0.4,0.6253593246936318
TVSum,video_28,adaptive_strength_0.5,0.6253593246936318
TVSum,video_28,adaptive_strength_0.6,0.6253593246936318
TVSum,video_28,adaptive_strength_0.7,0.6253593246936318
TVSum,video_28,adaptive_strength_0.8,0.6253593246936318
TVSum,video_28,adaptive_strength_0.9,0.6253593246936318
TVSum,video_28,adaptive_strength_1.0,0.6253593246936318
TVSum,video_29,fixed_alpha_0.0,0.5396854254038521
TVSum,video_29,fixed_alpha_0.1,0.5485715166584603
TVSum,video_29,fixed_alpha_0.2,0.5720674991288999
TVSum,video_29,fixed_alpha_0.3,0.5720674991288999
TVSum,video_29,fixed_alpha_0.4,0.5834072878692277
TVSum,video_29,fixed_alpha_0.5,0.5765250609313674
TVSum,video_29,fixed_alpha_0.6,0.5765250609313674
TVSum,video_29,fixed_alpha_0.7,0.563485916416426
TVSum,video_29,fixed_alpha_0.8,0.5631780759471898
TVSum,video_29,fixed_alpha_0.9,0.5631780759471898
TVSum,video_29,fixed_alpha_1.0,0.5672554019988162
TVSum,video_29,adaptive_strength_0.0,0.5631780759471898
TVSum,video_29,adaptive_strength_0.1,0.5631780759471898
TVSum,video_29,adaptive_strength_0.2,0.5631780759471898
TVSum,video_29,adaptive_strength_0.3,0.5631780759471898
TVSum,video_29,adaptive_strength_0.4,0.5631780759471898
TVSum,video_29,adaptive_strength_0.5,0.5631780759471898
TVSum,video_29,adaptive_strength_0.6,0.5633471451931069
TVSum,video_29,adaptive_strength_0.7,0.5633471451931069
TVSum,video_29,adaptive_strength_0.8,0.563485916416426
TVSum,video_29,adaptive_strength_0.9,0.5766321331148911
TVSum,video_29,adaptive_strength_1.0,0.5766321331148911
TVSum,video_30,fixed_alpha_0.0,0.5208583454144737
TVSum,video_30,fixed_alpha_0.1,0.5208583454144737
TVSum,video_30,fixed_alpha_0.2,0.5208583454144737
TVSum,video_30,fixed_alpha_0.3,0.5208583454144737
TVSum,video_30,fixed_alpha_0.4,0.5208583454144737
TVSum,video_30,fixed_alpha_0.5,0.5506919636902962
TVSum,video_30,fixed_alpha_0.6,0.5506919636902962
TVSum,video_30,fixed_alpha_0.7,0.5506919636902962
TVSum,video_30,fixed_alpha_0.8,0.5557041729539258
TVSum,video_30,fixed_alpha_0.9,0.5557041729539258
TVSum,video_30,fixed_alpha_1.0,0.5557041729539258
TVSum,video_30,adaptive_strength_0.0,0.5557041729539258
TVSum,video_30,adaptive_strength_0.1,0.5557041729539258
TVSum,video_30,adaptive_strength_0.2,0.5557041729539258
TVSum,video_30,adaptive_strength_0.3,0.5557041729539258
TVSum,video_30,adaptive_strength_0.4,0.5557041729539258
TVSum,video_30,adaptive_strength_0.5,0.5557041729539258
TVSum,video_30,adaptive_strength_0.6,0.5506919636902962
TVSum,video_30,adaptive_strength_0.7,0.5506919636902962
TVSum,video_30,adaptive_strength_0.8,0.5506919636902962
TVSum,video_30,adaptive_strength_0.9,0.5506919636902962
TVSum,video_30,adaptive_strength_1.0,0.5506919636902962
TVSum,video_31,fixed_alpha_0.0,0.579246948268647
TVSum,video_31,fixed_alpha_0.1,0.6692223496932226
TVSum,video_31,fixed_alpha_0.2,0.6692223496932226
TVSum,video_31,fixed_alpha_0.3,0.6692223496932226
TVSum,video_31,fixed_alpha_0.4,0.6692223496932226
TVSum,video_31,fixed_alpha_0.5,0.6692223496932226
TVSum,video_31,fixed_alpha_0.6,0.6823120363043433
TVSum,video_31,fixed_alpha_0.7,0.6823120363043433
TVSum,video_31,fixed_alpha_0.8,0.6823120363043433
TVSum,video_31,fixed_alpha_0.9,0.6823120363043433
TVSum,video_31,fixed_alpha_1.0,0.6823120363043433
TVSum,video_31,adaptive_strength_0.0,0.6823120363043433
TVSum,video_31,adaptive_strength_0.1,0.6823120363043433
TVSum,video_31,adaptive_strength_0.2,0.6823120363043433
TVSum,video_31,adaptive_strength_0.3,0.6823120363043433
TVSum,video_31,adaptive_strength_0.4,0.6823120363043433
TVSum,video_31,adaptive_strength_0.5,0.6823120363043433
TVSum,video_31,adaptive_strength_0.6,0.6823120363043433
TVSum,video_31,adaptive_strength_0.7,0.6823120363043433
TVSum,video_31,adaptive_strength_0.8,0.6823120363043433
TVSum,video_31,adaptive_strength_0.9,0.6823120363043433
TVSum,video_31,adaptive_strength_1.0,0.6823120363043433
TVSum,video_32,fixed_alpha_0.0,0.673088511104464
TVSum,video_32,fixed_alpha_0.1,0.673088511104464
TVSum,video_32,fixed_alpha_0.2,0.673088511104464
TVSum,video_32,fixed_alpha_0.3,0.673088511104464
TVSum,video_32,fixed_alpha_0.4,0.673088511104464
TVSum,video_32,fixed_alpha_0.5,0.673088511104464
TVSum,video_32,fixed_alpha_0.6,0.673088511104464
TVSum,video_32,fixed_alpha_0.7,0.6179074313380779
TVSum,video_32,fixed_alpha_0.8,0.6179074313380779
TVSum,video_32,fixed_alpha_0.9,0.6179074313380779
TVSum,video_32,fixed_alpha_1.0,0.5754797676654823
TVSum,video_32,adaptive_strength_0.0,0.6179074313380779
TVSum,video_32,adaptive_strength_0.1,0.6179074313380779
TVSum,video_32,adaptive_strength_0.2,0.6179074313380779
TVSum,video_32,adaptive_strength_0.3,0.6179074313380779
TVSum,video_32,adaptive_strength_0.4,0.6179074313380779
TVSum,video_32,adaptive_strength_0.5,0.6179074313380779
TVSum,video_32,adaptive_strength_0.6,0.6179074313380779
TVSum,video_32,adaptive_strength_0.7,0.6179074313380779
TVSum,video_32,adaptive_strength_0.8,0.6179074313380779
TVSum,video_32,adaptive_strength_0.9,0.6179074313380779
TVSum,video_32,adaptive_strength_1.0,0.6179074313380779
TVSum,video_33,fixed_alpha_0.0,0.5684940423527172
TVSum,video_33,fixed_alpha_0.1,0.6199358059706979
TVSum,video_33,fixed_alpha_0.2,0.6148659996785828
TVSum,video_33,fixed_alpha_0.3,0.64823945097619
TVSum,video_33,fixed_alpha_0.4,0.64823945097619
TVSum,video_33,fixed_alpha_0.5,0.6485310052704545
TVSum,video_33,fixed_alpha_0.6,0.6485310052704545
TVSum,video_33,fixed_alpha_0.7,0.657975104282635
TVSum,video_33,fixed_alpha_0.8,0.658563690115761
TVSum,video_33,fixed_alpha_0.9,0.658563690115761
TVSum,video_33,fixed_alpha_1.0,0.658563690115761
TVSum,video_33,adaptive_strength_0.0,0.658563690115761
TVSum,video_33,adaptive_strength_0.1,0.658563690115761
TVSum,video_33,adaptive_strength_0.2,0.658563690115761
TVSum,video_33,adaptive_strength_0.3,0.658563690115761
TVSum,video_33,adaptive_strength_0.4,0.658563690115761
TVSum,video_33,adaptive_strength_0.5,0.658563690115761
TVSum,video_33,adaptive_strength_0.6,0.658563690115761
TVSum,video_33,adaptive_strength_0.7,0.658563690115761
TVSum,video_33,adaptive_strength_0.8,0.657975104282635
TVSum,video_33,adaptive_strength_0.9,0.657975104282635
TVSum,video_33,adaptive_strength_1.0,0.657975104282635
TVSum,video_34,fixed_alpha_0.0,0.4596670509499483
TVSum,video_34,fixed_alpha_0.1,0.46094420045890877
TVSum,video_34,fixed_alpha_0.2,0.5233271819583822
TVSum,video_34,fixed_alpha_0.3,0.6140149885398174
TVSum,video_34,fixed_alpha_0.4,0.6140149885398174
TVSum,video_34,fixed_alpha_0.5,0.6140149885398174
TVSum,video_34,fixed_alpha_0.6,0.6140149885398174
TVSum,video_34,fixed_alpha_0.7,0.6140149885398174
TVSum,video_34,fixed_alpha_0.8,0.6140149885398174
TVSum,video_34,fixed_alpha_0.9,0.6140149885398174
TVSum,video_34,fixed_alpha_1.0,0.6140149885398174
TVSum,video_34,adaptive_strength_0.0,0.6140149885398174
TVSum,video_34,adaptive_strength_0.1,0.6140149885398174
TVSum,video_34,adaptive_strength_0.2,0.6140149885398174
TVSum,video_34,adaptive_strength_0.3,0.6140149885398174
TVSum,video_34,adaptive_strength_0.4,0.6140149885398174
TVSum,video_34,adaptive_strength_0.5,0.6140149885398174
TVSum,video_34,adaptive_strength_0.6,0.6140149885398174
TVSum,video_34,adaptive_strength_0.7,0.6140149885398174
TVSum,video_34,adaptive_strength_0.8,0.6140149885398174
TVSum,video_34,adaptive_strength_0.9,0.6140149885398174
TVSum,video_34,adaptive_strength_1.0,0.6140149885398174
TVSum,video_35,fixed_alpha_0.0,0.6250908323559614
TVSum,video_35,fixed_alpha_0.1,0.7288106960079639
TVSum,video_35,fixed_alpha_0.2,0.7288106960079639
TVSum,video_35,fixed_alpha_0.3,0.7288106960079639
TVSum,video_35,fixed_alpha_0.4,0.7288106960079639
TVSum,video_35,fixed_alpha_0.5,0.7288106960079639
TVSum,video_35,fixed_alpha_0.6,0.7288106960079639
TVSum,video_35,fixed_alpha_0.7,0.7288106960079639
TVSum,video_35,fixed_alpha_0.8,0.7288106960079639
TVSum,video_35,fixed_alpha_0.9,0.7288106960079639
TVSum,video_35,fixed_alpha_1.0,0.7288106960079639
TVSum,video_35,adaptive_strength_0.0,0.7288106960079639
TVSum,video_35,adaptive_strength_0.1,0.7288106960079639
TVSum,video_35,adaptive_strength_0.2,0.7288106960079639
TVSum,video_35,adaptive_strength_0.3,0.7288106960079639
TVSum,video_35,adaptive_strength_0.4,0.7288106960079639
TVSum,video_35,adaptive_strength_0.5,0.7288106960079639
TVSum,video_35,adaptive_strength_0.6,0.7288106960079639
TVSum,video_35,adaptive_strength_0.7,0.7288106960079639
TVSum,video_35,adaptive_strength_0.8,0.7288106960079639
TVSum,video_35,adaptive_strength_0.9,0.7288106960079639
TVSum,video_35,adaptive_strength_1.0,0.7288106960079639
TVSum,video_36,fixed_alpha_0.0,0.618567865224637
TVSum,video_36,fixed_alpha_0.1,0.618567865224637
TVSum,video_36,fixed_alpha_0.2,0.6572163410417865
TVSum,video_36,fixed_alpha_0.3,0.6572163410417865
TVSum,video_36,fixed_alpha_0.4,0.6572163410417865
TVSum,video_36,fixed_alpha_0.5,0.6572163410417865
TVSum,video_36,fixed_alpha_0.6,0.6572163410417865
TVSum,video_36,fixed_alpha_0.7,0.6572163410417865
TVSum,video_36,fixed_alpha_0.8,0.6572163410417865
TVSum,video_36,fixed_alpha_0.9,0.6572163410417865
TVSum,video_36,fixed_alpha_1.0,0.6572163410417865
TVSum,video_36,adaptive_strength_0.0,0.6572163410417865
TVSum,video_36,adaptive_strength_0.1,0.6572163410417865
TVSum,video_36,adaptive_strength_0.2,0.6572163410417865
TVSum,video_36,adaptive_strength_0.3,0.6572163410417865
TVSum,video_36,adaptive_strength_0.4,0.6572163410417865
TVSum,video_36,adaptive_strength_0.5,0.6572163410417865
TVSum,video_36,adaptive_strength_0.6,0.6572163410417865
TVSum,video_36,adaptive_strength_0.7,0.6572163410417865
TVSum,video_36,adaptive_strength_0.8,0.6572163410417865
TVSum,video_36,adaptive_strength_0.9,0.6572163410417865
TVSum,video_36,adaptive_strength_1.0,0.6572163410417865
TVSum,video_37,fixed_alpha_0.0,0.3051116147914324
TVSum,video_37,fixed_alpha_0.1,0.32492172293726296
TVSum,video_37,fixed_alpha_0.2,0.49355083321720894
TVSum,video_37,fixed_alpha_0.3,0.49355083321720894
TVSum,video_37,fixed_alpha_0.4,0.49355083321720894
TVSum,video_37,fixed_alpha_0.5,0.49355083321720894
TVSum,video_37,fixed_alpha_0.6,0.49355083321720894
TVSum,video_37,fixed_alpha_0.7,0.49355083321720894
TVSum,video_37,fixed_alpha_0.8,0.49355083321720894
TVSum,video_37,fixed_alpha_0.9,0.49355083321720894
TVSum,video_37,fixed_alpha_1.0,0.4753922168378651
TVSum,video_37,adaptive_strength_0.0,0.4753922168378651
TVSum,video_37,adaptive_strength_0.1,0.49355083321720894
TVSum,video_37,adaptive_strength_0.2,0.49355083321720894
TVSum,video_37,adaptive_strength_0.3,0.49355083321720894
TVSum,video_37,adaptive_strength_0.4,0.49355083321720894
TVSum,video_37,adaptive_strength_0.5,0.49355083321720894
TVSum,video_37,adaptive_strength_0.6,0.49355083321720894
TVSum,video_37,adaptive_strength_0.7,0.49355083321720894
TVSum,video_37,adaptive_strength_0.8,0.49355083321720894
TVSum,video_37,adaptive_strength_0.9,0.49355083321720894
TVSum,video_37,adaptive_strength_1.0,0.49355083321720894
TVSum,video_38,fixed_alpha_0.0,0.5195210940218141
TVSum,video_38,fixed_alpha_0.1,0.5195210940218141
TVSum,video_38,fixed_alpha_0.2,0.5195210940218141
TVSum,video_38,fixed_alpha_0.3,0.5195210940218141
TVSum,video_38,fixed_alpha_0.4,0.5195210940218141
TVSum,video_38,fixed_alpha_0.5,0.5195210940218141
TVSum,video_38,fixed_alpha_0.6,0.5195210940218141
TVSum,video_38,fixed_alpha_0.7,0.5195210940218141
TVSum,video_38,fixed_alpha_0.8,0.5195210940218141
TVSum,video_38,fixed_alpha_0.9,0.5195210940218141
TVSum,video_38,fixed_alpha_1.0,0.5195210940218141
TVSum,video_38,adaptive_strength_0.0,0.5195210940218141
TVSum,video_38,adaptive_strength_0.1,0.5195210940218141
TVSum,video_38,adaptive_strength_0.2,0.5195210940218141
TVSum,video_38,adaptive_strength_0.3,0.5195210940218141
TVSum,video_38,adaptive_strength_0.4,0.5195210940218141
TVSum,video_38,adaptive_strength_0.5,0.5195210940218141
TVSum,video_38,adaptive_strength_0.6,0.5195210940218141
TVSum,video_38,adaptive_strength_0.7,0.5195210940218141
TVSum,video_38,adaptive_strength_0.8,0.5195210940218141
TVSum,video_38,adaptive_strength_0.9,0.5195210940218141
TVSum,video_38,adaptive_strength_1.0,0.5195210940218141
TVSum,video_39,fixed_alpha_0.0,0.5476932711948457
TVSum,video_39,fixed_alpha_0.1,0.6681140741303628
TVSum,video_39,fixed_alpha_0.2,0.6681140741303628
TVSum,video_39,fixed_alpha_0.3,0.6681140741303628
TVSum,video_39,fixed_alpha_0.4,0.6681140741303628
TVSum,video_39,fixed_alpha_0.5,0.552583134368276
TVSum,video_39,fixed_alpha_0.6,0.552583134368276
TVSum,video_39,fixed_alpha_0.7,0.5584595416457191
TVSum,video_39,fixed_alpha_0.8,0.5584595416457191
TVSum,video_39,fixed_alpha_0.9,0.5565730616190565
TVSum,video_39,fixed_alpha_1.0,0.5565730616190565
TVSum,video_39,adaptive_strength_0.0,0.5565730616190565
TVSum,video_39,adaptive_strength_0.1,0.5565730616190565
TVSum,video_39,adaptive_strength_0.2,0.5584595416457191
TVSum,video_39,adaptive_strength_0.3,0.5584595416457191
TVSum,video_39,adaptive_strength_0.4,0.5584595416457191
TVSum,video_39,adaptive_strength_0.5,0.5584595416457191
TVSum,video_39,adaptive_strength_0.6,0.5584595416457191
TVSum,video_39,adaptive_strength_0.7,0.5584595416457191
TVSum,video_39,adaptive_strength_0.8,0.5584595416457191
TVSum,video_39,adaptive_strength_0.9,0.5584595416457191
TVSum,video_39,adaptive_strength_1.0,0.552583134368276
TVSum,video_40,fixed_alpha_0.0,0.5596661674309483
TVSum,video_40,fixed_alpha_0.1,0.5902801879829653
TVSum,video_40,fixed_alpha_0.2,0.5902801879829653
TVSum,video_40,fixed_alpha_0.3,0.5467141091865528
TVSum,video_40,fixed_alpha_0.4,0.5467141091865528
TVSum,video_40,fixed_alpha_0.5,0.5467141091865528
TVSum,video_40,fixed_alpha_0.6,0.5467141091865528
TVSum,video_40,fixed_alpha_0.7,0.5644193596542546
TVSum,video_40,fixed_alpha_0.8,0.5644193596542546
TVSum,video_40,fixed_alpha_0.9,0.5526917876326228
TVSum,video_40,fixed_alpha_1.0,0.5526917876326228
TVSum,video_40,adaptive_strength_0.0,0.5526917876326228
TVSum,video_40,adaptive_strength_0.1,0.5526917876326228
TVSum,video_40,adaptive_strength_0.2,0.5526917876326228
TVSum,video_40,adaptive_strength_0.3,0.5526917876326228
TVSum,video_40,adaptive_strength_0.4,0.5644193596542546
TVSum,video_40,adaptive_strength_0.5,0.5644193596542546
TVSum,video_40,adaptive_strength_0.6,0.5644193596542546
TVSum,video_40,adaptive_strength_0.7,0.5644193596542546
TVSum,video_40,adaptive_strength_0.8,0.5644193596542546
TVSum,video_40,adaptive_strength_0.9,0.5644193596542546
TVSum,video_40,adaptive_strength_1.0,0.5467141091865528
TVSum,video_41,fixed_alpha_0.0,0.8471829447982533
TVSum,video_41,fixed_alpha_0.1,0.8471829447982533
TVSum,video_41,fixed_alpha_0.2,0.8471829447982533
TVSum,video_41,fixed_alpha_0.3,0.8166301831741958
TVSum,video_41,fixed_alpha_0.4,0.8131020324807879
TVSum,video_41,fixed_alpha_0.5,0.8131020324807879
TVSum,video_41,fixed_alpha_0.6,0.8131020324807879
TVSum,video_41,fixed_alpha_0.7,0.8131020324807879
TVSum,video_41,fixed_alpha_0.8,0.8131020324807879
TVSum,video_41,fixed_alpha_0.9,0.8131020324807879
TVSum,video_41,fixed_alpha_1.0,0.8131020324807879
TVSum,video_41,adaptive_strength_0.0,0.8131020324807879
TVSum,video_41,adaptive_strength_0.1,0.8131020324807879
TVSum,video_41,adaptive_strength_0.2,0.8131020324807879
TVSum,video_41,adaptive_strength_0.3,0.8131020324807879
TVSum,video_41,adaptive_strength_0.4,0.8131020324807879
TVSum,video_41,adaptive_strength_0.5,0.8131020324807879
TVSum,video_41,adaptive_strength_0.6,0.8131020324807879
TVSum,video_41,adaptive_strength_0.7,0.8131020324807879
TVSum,video_41,adaptive_strength_0.8,0.8131020324807879
TVSum,video_41,adaptive_strength_0.9,0.8131020324807879
TVSum,video_41,adaptive_strength_1.0,0.8131020324807879
TVSum,video_42,fixed_alpha_0.0,0.5992333172466431
TVSum,video_42,fixed_alpha_0.1,0.6907923420317056
TVSum,video_42,fixed_alpha_0.2,0.6804189448781528
TVSum,video_42,fixed_alpha_0.3,0.6804189448781528
TVSum,video_42,fixed_alpha_0.4,0.6804189448781528
TVSum,video_42,fixed_alpha_0.5,0.6804189448781528
TVSum,video_42,fixed_alpha_0.6,0.6804189448781528
TVSum,video_42,fixed_alpha_0.7,0.5798737168948244
TVSum,video_42,fixed_alpha_0.8,0.5798737168948244
TVSum,video_42,fixed_alpha_0.9,0.5798737168948244
TVSum,video_42,fixed_alpha_1.0,0.5798737168948244
TVSum,video_42,adaptive_strength_0.0,0.5798737168948244
TVSum,video_42,adaptive_strength_0.1,0.5798737168948244
TVSum,video_42,adaptive_strength_0.2,0.5798737168948244
TVSum,video_42,adaptive_strength_0.3,0.5798737168948244
TVSum,video_42,adaptive_strength_0.4,0.5798737168948244
TVSum,video_42,adaptive_strength_0.5,0.5798737168948244
TVSum,video_42,adaptive_strength_0.6,0.5798737168948244
TVSum,video_42,adaptive_strength_0.7,0.5798737168948244
TVSum,video_42,adaptive_strength_0.8,0.5798737168948244
TVSum,video_42,adaptive_strength_0.9,0.6804189448781528
TVSum,video_42,adaptive_strength_1.0,0.6804189448781528
TVSum,video_43,fixed_alpha_0.0,0.6388538332411959
TVSum,video_43,fixed_alpha_0.1,0.6568484941656012
TVSum,video_43,fixed_alpha_0.2,0.6735568415950672
TVSum,video_43,fixed_alpha_0.3,0.6735568415950672
TVSum,video_43,fixed_alpha_0.4,0.6735568415950672
TVSum,video_43,fixed_alpha_0.5,0.6782164435616942
TVSum,video_43,fixed_alpha_0.6,0.6782164435616942
TVSum,video_43,fixed_alpha_0.7,0.6782164435616942
