video,query_id,method,true_or,wrong_mean_or,margin_or,discrimination_auc_or,true_and,wrong_mean_and,margin_and,discrimination_auc_and
P01,Desk_Office,CLIP-zero-shot,0.4,0.1756198347107438,0.22438016528925622,0.8181818181818182,0.05454545454545454,0.01983471074380165,0.03471074380165289,0.8522727272727273
P01,Desk_Office,Concept-Adapter-MMR,0.5636363636363636,0.26404958677685947,0.29958677685950413,0.8181818181818182,0.05454545454545454,0.07438016528925619,-0.019834710743801644,0.8295454545454546
P01,Drink_Face,Uniform,0.2727272727272727,0.2078512396694215,0.0648760330578512,0.7386363636363636,0.05454545454545454,0.03553719008264462,0.019008264462809926,0.7840909090909091
P01,Drink_Face,Visual-BiLSTM,0.2,0.18884297520661156,0.011157024793388454,0.6590909090909091,0.0,0.015702479338842976,-0.015702479338842976,0.375
P01,Drink_Face,CLIP-zero-shot,0.7454545454545455,0.27768595041322314,0.46776859504132234,0.8636363636363636,0.18181818181818182,0.07396694214876032,0.1078512396694215,0.8068181818181818
P01,Drink_Face,Concept-Adapter-MMR,0.7454545454545455,0.31157024793388427,0.4338842975206612,0.8409090909090909,0.23636363636363636,0.09338842975206613,0.14297520661157023,0.8181818181818182
P01,Drink_Food,Uniform,0.41818181818181815,0.20454545454545459,0.21363636363636357,0.8409090909090909,0.07272727272727272,0.035123966942148754,0.03760330578512397,0.8295454545454546
P01,Drink_Food,Visual-BiLSTM,0.16363636363636364,0.18966942148760327,-0.026033057851239633,0.5681818181818182,0.01818181818181818,0.015289256198347107,0.0028925619834710738,0.7954545454545454
P01,Drink_Food,CLIP-zero-shot,0.8545454545454545,0.2227272727272727,0.6318181818181818,0.9545454545454546,0.23636363636363636,0.045454545454545456,0.19090909090909092,0.9431818181818182
P01,Drink_Food,Concept-Adapter-MMR,0.9818181818181818,0.29545454545454547,0.6863636363636363,0.9318181818181818,0.5272727272727272,0.09090909090909091,0.4363636363636363,0.9318181818181818
P01,Drink_Musicalinstrument,Uniform,0.16363636363636364,0.21033057851239673,-0.04669421487603309,0.6363636363636364,0.0,0.036776859504132224,-0.036776859504132224,0.3522727272727273
P01,Drink_Musicalinstrument,Visual-BiLSTM,0.10909090909090909,0.1909090909090909,-0.0818181818181818,0.3181818181818182,0.0,0.015702479338842976,-0.015702479338842976,0.375
P01,Drink_Musicalinstrument,CLIP-zero-shot,0.16363636363636364,0.2016528925619835,-0.03801652892561985,0.6022727272727273,0.0,0.029338842975206614,-0.029338842975206614,0.375
P01,Drink_Musicalinstrument,Concept-Adapter-MMR,0.5454545454545454,0.3004132231404959,0.24504132231404951,0.7272727272727273,0.0,0.09504132231404959,-0.09504132231404959,0.36363636363636365
P01,Face_Party,Uniform,0.23636363636363636,0.20867768595041322,0.027685950413223137,0.6704545454545454,0.01818181818181818,0.03636363636363636,-0.01818181818181818,0.7272727272727273
P01,Face_Party,Visual-BiLSTM,0.09090909090909091,0.19132231404958677,-0.10041322314049586,0.20454545454545456,0.01818181818181818,0.015289256198347107,0.0028925619834710738,0.7954545454545454
P01,Face_Party,CLIP-zero-shot,0.21818181818181817,0.24504132231404963,-0.026859504132231454,0.5681818181818182,0.01818181818181818,0.04917355371900827,-0.03099173553719009,0.7386363636363636
P01,Face_Party,Concept-Adapter-MMR,0.6181818181818182,0.3165289256198347,0.30165289256198347,0.7613636363636364,0.14545454545454545,0.09834710743801653,0.04710743801652892,0.7727272727272727
P01,Face_Phone,Uniform,0.2545454545454545,0.20826446280991737,0.04628099173553715,0.7045454545454546,0.0,0.036776859504132224,-0.036776859504132224,0.3522727272727273
P01,Face_Phone,Visual-BiLSTM,0.3090909090909091,0.18636363636363634,0.12272727272727274,0.8636363636363636,0.0,0.015702479338842976,-0.015702479338842976,0.375
P01,Face_Phone,CLIP-zero-shot,0.7454545454545455,0.2161157024793388,0.5293388429752066,0.9318181818181818,0.03636363636363636,0.03677685950413223,-0.00041322314049586917,0.7727272727272727
P01,Face_Phone,Concept-Adapter-MMR,0.5454545454545454,0.3033057851239669,0.24214876033057853,0.6931818181818182,0.09090909090909091,0.09297520661157024,-0.002066115702479332,0.7727272727272727
P01,Food_Grass,Uniform,0.32727272727272727,0.2066115702479339,0.12066115702479338,0.7727272727272727,0.0,0.036776859504132224,-0.036776859504132224,0.3522727272727273
P01,Food_Grass,Visual-BiLSTM,0.09090909090909091,0.19132231404958677,-0.10041322314049586,0.20454545454545456,0.0,0.015702479338842976,-0.015702479338842976,0.375
P01,Food_Grass,CLIP-zero-shot,0.7818181818181819,0.2144628099173554,0.5673553719008264,0.9204545454545454,0.0,0.04173553719008265,-0.04173553719008265,0.36363636363636365
P01,Food_Grass,Concept-Adapter-MMR,1.0,0.19256198347107434,0.8074380165289257,0.9545454545454546,0.0,0.03719008264462809,-0.03719008264462809,0.38636363636363635
P01,Food_Hands,Uniform,0.7090909090909091,0.19793388429752065,0.5111570247933884,0.9545454545454546,0.21818181818181817,0.03181818181818181,0.18636363636363637,0.9545454545454546
